1068,676,64,74,318,1065,664,0.9002985954284668,"[(74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (74, 318), (86, 318), (104, 318), (132, 318), (223, 325), (307, 335), (411, 353), (541, 379), (690, 413), (807, 453), (888, 498), (943, 538), (994, 581), (1035, 616), (1068, 638), (1086, 648), (1092, 650), (1094, 651), (1098, 653), (1101, 654), (1102, 657), (1104, 663), (1105, 672), (1111, 683), (1124, 690), (1130, 691), (1131, 691), (1130, 688), (1127, 682), (1121, 673), (1107, 662), (1091, 654), (1074, 653), (1067, 653), (1066, 654), (1066, 656), (1066, 657), (1066, 659), (1066, 659), (1066, 662), (1065, 663), (1065, 664), (1065, 664), (1065, 664), (1065, 664)]"
738,478,96,1065,664,729,471,0.6864352226257324,"[(1065, 664), (1065, 664), (1065, 664), (1065, 664), (1065, 664), (1065, 664), (1065, 664), (1060, 655), (1049, 644), (996, 614), (924, 584), (838, 550), (754, 516), (682, 481), (641, 451), (634, 441), (634, 439), (638, 439), (649, 439), (662, 440), (666, 441), (666, 441), (666, 441), (666, 441), (667, 441), (667, 441), (666, 441), (665, 443), (665, 447), (676, 452), (688, 454), (700, 456), (714, 460), (721, 461), (723, 462), (723, 463), (723, 464), (725, 466), (727, 469), (729, 470), (729, 471), (729, 471)]"
718,573,88,729,471,729,590,0.5660994052886963,"[(729, 471), (729, 471), (729, 471), (729, 471), (729, 471), (727, 471), (722, 471), (721, 471), (720, 471), (720, 471), (720, 471), (721, 471), (721, 471), (718, 472), (705, 481), (699, 498), (702, 506), (729, 530), (751, 546), (765, 557), (768, 563), (767, 567), (762, 573), (756, 579), (751, 583), (748, 585), (745, 586), (739, 589), (730, 590), (729, 590), (729, 590), (729, 590), (729, 590), (729, 590), (729, 590)]"
1063,128,55,729,590,1059,132,0.7080388069152832,"[(729, 590), (729, 590), (729, 590), (729, 590), (729, 590), (729, 593), (729, 594), (729, 595), (729, 595), (729, 596), (726, 597), (724, 598), (724, 598), (733, 591), (769, 570), (856, 538), (931, 493), (974, 444), (989, 387), (996, 333), (1011, 283), (1027, 234), (1032, 214), (1036, 195), (1039, 178), (1042, 164), (1046, 156), (1051, 150), (1054, 148), (1054, 147), (1055, 146), (1055, 143), (1057, 137), (1059, 133), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132)]"
212,305,99,1059,132,236,329,0.647139310836792,"[(1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1059, 132), (1052, 140), (1043, 151), (1030, 162), (1010, 184), (993, 201), (973, 223), (935, 255), (878, 297), (805, 336), (730, 367), (647, 386), (550, 398), (441, 399), (347, 395), (288, 383), (272, 377), (267, 373), (266, 368), (264, 364), (261, 362), (257, 362), (256, 362), (256, 362), (257, 357), (258, 350), (254, 343), (244, 335), (238, 331), (236, 329), (236, 329), (236, 329), (236, 329), (236, 329)]"
962,224,39,236,329,956,225,0.817772626876831,"[(236, 329), (236, 329), (236, 329), (236, 329), (236, 329), (236, 329), (237, 333), (246, 342), (263, 356), (305, 379), (350, 394), (421, 411), (472, 415), (528, 415), (596, 415), (669, 415), (757, 408), (844, 384), (907, 354), (950, 318), (984, 296), (1010, 284), (1031, 276), (1045, 270), (1055, 267), (1059, 265), (1060, 264), (1059, 261), (1055, 257), (1040, 253), (1027, 249), (1018, 245), (1007, 238), (977, 229), (966, 227), (955, 225), (955, 225), (955, 225), (955, 225), (955, 225), (955, 225), (955, 225), (955, 225), (955, 225), (956, 225), (956, 225), (956, 225), (956, 225), (956, 225), (956, 225)]"
553,614,18,956,225,550,615,0.9351115226745605,"[(956, 225), (956, 225), (956, 225), (956, 225), (956, 225), (956, 225), (956, 226), (945, 233), (932, 242), (906, 252), (847, 275), (836, 284), (833, 291), (833, 297), (832, 307), (825, 321), (811, 348), (797, 384), (776, 450), (757, 487), (742, 513), (727, 533), (712, 551), (693, 567), (679, 578), (673, 583), (669, 584), (660, 586), (640, 593), (623, 600), (617, 604), (616, 605), (613, 609), (609, 613), (606, 616), (606, 616), (606, 616), (605, 616), (596, 617), (565, 620), (551, 621), (550, 621), (550, 621), (550, 621), (550, 619), (551, 618), (551, 617), (551, 617), (550, 616), (550, 616), (550, 616), (550, 616), (550, 616), (550, 615), (550, 615), (550, 615), (550, 615)]"
488,356,64,550,615,518,375,0.5819711685180664,"[(550, 615), (550, 615), (550, 615), (550, 615), (550, 615), (550, 615), (550, 615), (550, 615), (550, 615), (550, 614), (552, 608), (553, 602), (556, 594), (559, 584), (567, 556), (571, 530), (567, 494), (559, 460), (547, 432), (537, 409), (529, 392), (526, 381), (525, 374), (525, 369), (524, 368), (524, 368), (524, 368), (524, 368), (521, 373), (518, 375), (518, 375), (518, 375), (518, 375), (518, 375), (518, 375), (518, 375)]"
1130,505,45,518,375,1138,509,0.8393006324768066,"[(518, 375), (518, 375), (518, 375), (518, 375), (518, 375), (518, 375), (518, 375), (518, 375), (518, 376), (521, 378), (527, 379), (532, 379), (546, 379), (571, 381), (614, 385), (677, 395), (750, 412), (832, 436), (915, 464), (1013, 494), (1061, 502), (1101, 504), (1128, 504), (1142, 501), (1153, 500), (1166, 498), (1172, 498), (1173, 498), (1173, 498), (1173, 498), (1173, 498), (1173, 498), (1174, 499), (1174, 499), (1174, 499), (1174, 499), (1174, 499), (1174, 499), (1171, 499), (1162, 500), (1147, 505), (1139, 508), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509)]"
1101,408,59,1138,509,1126,406,0.8126034736633301,"[(1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1138, 509), (1135, 509), (1124, 509), (1084, 500), (1029, 489), (933, 469), (825, 453), (739, 443), (712, 437), (704, 434), (701, 431), (700, 430), (702, 429), (726, 423), (765, 415), (810, 403), (858, 390), (913, 381), (938, 378), (1019, 374), (1089, 372), (1153, 377), (1177, 383), (1179, 384), (1180, 385), (1180, 386), (1180, 387), (1180, 387), (1180, 387), (1170, 392), (1142, 399), (1136, 403), (1136, 404), (1136, 404), (1136, 404), (1136, 404), (1136, 404), (1131, 404), (1128, 405), (1127, 406), (1127, 406), (1127, 406), (1127, 406), (1126, 406), (1126, 406)]"
329,98,37,1126,406,331,106,1.3533873558044434,"[(1126, 406), (1126, 406), (1126, 406), (1126, 406), (1126, 406), (1126, 406), (1126, 406), (1125, 407), (1124, 409), (1122, 410), (1112, 411), (1099, 409), (1072, 403), (995, 383), (889, 349), (769, 307), (661, 273), (620, 257), (621, 248), (629, 235), (631, 219), (626, 207), (617, 196), (602, 184), (578, 172), (533, 158), (491, 154), (480, 154), (480, 155), (479, 156), (464, 160), (444, 163), (411, 165), (386, 166), (372, 165), (361, 162), (351, 156), (343, 150), (342, 148), (342, 147), (342, 146), (343, 143), (343, 140), (343, 138), (343, 137), (343, 136), (344, 134), (344, 133), (345, 131), (345, 129), (345, 128), (344, 127), (343, 126), (342, 125), (341, 125), (341, 125), (341, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 124), (340, 126), (340, 126), (340, 126), (340, 126), (340, 121), (336, 116), (334, 114), (332, 110), (331, 107), (331, 107), (331, 107), (331, 106), (331, 106)]"
328,371,90,331,106,317,361,0.5182452201843262,"[(331, 106), (331, 106), (331, 106), (331, 106), (331, 106), (331, 106), (331, 106), (334, 113), (340, 122), (349, 133), (367, 153), (386, 169), (409, 192), (430, 223), (443, 255), (448, 288), (449, 306), (446, 309), (442, 310), (430, 310), (403, 312), (367, 315), (352, 318), (339, 325), (327, 337), (319, 353), (317, 360), (317, 361), (317, 361), (317, 361), (317, 361), (317, 361)]"
432,620,62,317,361,448,603,0.8304336071014404,"[(317, 361), (317, 361), (317, 361), (317, 361), (317, 361), (317, 361), (317, 361), (317, 361), (317, 361), (324, 359), (338, 354), (356, 348), (375, 344), (390, 344), (405, 349), (431, 363), (445, 378), (452, 395), (454, 418), (454, 442), (451, 464), (450, 493), (450, 518), (451, 545), (456, 572), (457, 578), (458, 582), (458, 583), (458, 583), (458, 583), (458, 583), (458, 584), (457, 586), (455, 590), (454, 592), (454, 593), (454, 593), (454, 593), (454, 593), (454, 593), (453, 593), (451, 596), (450, 597), (449, 599), (449, 600), (449, 601), (449, 602), (448, 603), (448, 603), (448, 603), (448, 603)]"
285,549,31,448,603,274,558,1.2330045700073242,"[(448, 603), (448, 603), (448, 603), (448, 603), (448, 603), (448, 603), (448, 603), (449, 603), (449, 599), (449, 595), (450, 588), (451, 579), (452, 564), (455, 531), (455, 507), (447, 492), (435, 486), (420, 484), (407, 485), (393, 494), (362, 518), (313, 558), (286, 585), (279, 594), (278, 596), (278, 596), (278, 597), (277, 597), (276, 597), (276, 597), (274, 597), (269, 593), (258, 589), (250, 586), (248, 584), (248, 582), (251, 577), (258, 569), (260, 566), (261, 564), (261, 561), (264, 560), (265, 559), (265, 559), (265, 559), (265, 559), (265, 558), (265, 558), (265, 558), (265, 558), (265, 557), (265, 557), (265, 557), (265, 557), (265, 557), (265, 557), (265, 557), (265, 557), (265, 557), (265, 559), (267, 560), (269, 560), (271, 559), (271, 559), (271, 559), (271, 559), (271, 559), (271, 559), (272, 559), (272, 559), (272, 559), (273, 558), (273, 558), (274, 558), (274, 558)]"
830,520,24,274,558,824,520,1.0349781513214111,"[(274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (274, 558), (280, 555), (289, 550), (298, 546), (315, 540), (344, 536), (402, 530), (482, 518), (548, 505), (584, 493), (601, 485), (628, 471), (661, 462), (691, 459), (712, 459), (728, 461), (742, 466), (751, 471), (757, 479), (762, 485), (766, 489), (766, 490), (762, 497), (759, 503), (757, 507), (757, 508), (757, 508), (757, 508), (760, 507), (770, 506), (790, 504), (819, 501), (841, 498), (848, 498), (848, 498), (848, 498), (848, 498), (846, 501), (845, 504), (844, 506), (843, 509), (840, 512), (836, 514), (832, 515), (831, 516), (829, 517), (828, 518), (826, 519), (825, 520), (824, 520), (824, 520), (824, 520), (824, 520)]"
383,141,70,824,520,389,134,0.8352596759796143,"[(824, 520), (824, 520), (824, 520), (824, 520), (824, 520), (824, 520), (824, 520), (824, 520), (824, 521), (824, 521), (824, 521), (823, 521), (822, 519), (820, 514), (815, 503), (805, 486), (785, 460), (756, 426), (706, 382), (577, 306), (480, 263), (396, 227), (350, 203), (336, 187), (329, 170), (327, 156), (324, 148), (321, 142), (316, 135), (310, 129), (309, 126), (309, 126), (309, 126), (309, 126), (311, 125), (314, 125), (327, 123), (349, 123), (381, 122), (404, 123), (411, 125), (411, 125), (410, 126), (408, 126), (402, 127), (397, 129), (392, 132), (390, 134), (390, 134), (389, 134), (389, 134)]"
661,605,46,389,134,660,594,0.7789266109466553,"[(389, 134), (389, 134), (389, 134), (389, 134), (389, 134), (389, 134), (389, 134), (389, 136), (389, 140), (390, 145), (394, 155), (405, 173), (419, 200), (442, 240), (485, 299), (534, 359), (568, 398), (583, 417), (586, 424), (588, 437), (590, 453), (593, 470), (599, 492), (607, 522), (615, 545), (619, 557), (619, 561), (620, 564), (622, 567), (625, 570), (630, 573), (636, 575), (640, 577), (642, 578), (645, 582), (655, 591), (656, 593), (657, 593), (657, 593), (657, 593), (657, 593), (659, 594), (660, 594), (660, 594), (660, 594), (660, 594), (660, 594), (660, 594)]"
518,321,22,660,594,510,324,0.8922486305236816,"[(660, 594), (660, 594), (660, 594), (660, 594), (660, 594), (660, 594), (660, 594), (660, 594), (658, 586), (656, 579), (654, 570), (650, 557), (640, 529), (624, 500), (601, 472), (572, 443), (553, 420), (547, 400), (546, 382), (545, 367), (544, 358), (544, 356), (543, 354), (547, 352), (551, 352), (551, 352), (551, 352), (551, 352), (551, 352), (551, 352), (551, 352), (541, 350), (527, 347), (513, 344), (505, 341), (502, 339), (502, 339), (502, 337), (502, 335), (503, 333), (503, 331), (503, 329), (503, 329), (504, 328), (504, 327), (505, 327), (505, 326), (506, 325), (508, 325), (510, 324), (510, 324), (510, 324), (510, 324), (510, 324), (510, 324)]"
552,613,37,510,324,566,609,0.7927985191345215,"[(510, 324), (510, 324), (510, 324), (510, 324), (510, 324), (510, 324), (510, 324), (510, 324), (512, 326), (515, 327), (517, 327), (517, 327), (517, 327), (517, 327), (518, 327), (530, 338), (563, 368), (610, 416), (638, 463), (647, 501), (648, 533), (637, 568), (620, 603), (610, 628), (606, 645), (606, 651), (606, 654), (606, 655), (606, 655), (601, 653), (594, 652), (588, 649), (586, 647), (582, 642), (579, 635), (574, 630), (571, 623), (571, 618), (571, 614), (570, 612), (568, 610), (566, 610), (566, 610), (566, 610), (566, 609), (566, 609), (566, 609), (566, 609), (566, 609)]"
423,505,88,566,609,428,525,0.6340959072113037,"[(566, 609), (566, 609), (566, 609), (566, 609), (566, 609), (566, 609), (566, 609), (566, 609), (565, 609), (566, 606), (569, 599), (572, 587), (572, 574), (562, 542), (533, 506), (513, 488), (506, 482), (504, 480), (504, 480), (501, 480), (495, 486), (483, 496), (466, 508), (445, 518), (431, 524), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525)]"
836,562,63,428,525,845,559,0.7267892360687256,"[(428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (428, 525), (429, 526), (431, 528), (432, 529), (434, 529), (442, 526), (453, 525), (483, 526), (560, 536), (657, 544), (728, 552), (745, 556), (748, 556), (749, 557), (757, 558), (775, 558), (799, 557), (815, 556), (820, 555), (823, 555), (830, 556), (840, 557), (848, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (849, 558), (847, 559), (845, 559), (845, 559)]"
1045,511,34,845,559,1046,521,0.8933813571929932,"[(845, 559), (845, 559), (845, 559), (845, 559), (845, 559), (845, 559), (845, 559), (844, 560), (842, 561), (842, 560), (841, 555), (835, 549), (828, 543), (822, 539), (822, 539), (827, 539), (846, 537), (873, 534), (889, 531), (903, 528), (918, 524), (934, 519), (951, 516), (963, 514), (972, 512), (975, 512), (975, 512), (975, 512), (975, 512), (975, 512), (976, 513), (977, 513), (977, 514), (979, 515), (993, 521), (1012, 525), (1023, 527), (1024, 527), (1024, 527), (1024, 527), (1024, 527), (1033, 522), (1039, 521), (1042, 520), (1042, 520), (1044, 520), (1045, 520), (1045, 521), (1046, 521), (1046, 521), (1046, 521), (1046, 521), (1046, 521), (1046, 521), (1046, 521)]"
897,529,77,1046,521,916,521,0.5266718864440918,"[(1046, 521), (1046, 521), (1046, 521), (1046, 521), (1046, 521), (1046, 521), (1043, 522), (1040, 522), (1036, 523), (1030, 523), (1023, 521), (1017, 520), (1008, 518), (973, 513), (919, 507), (864, 506), (829, 507), (823, 509), (827, 512), (843, 516), (860, 519), (874, 519), (889, 520), (916, 520), (923, 520), (925, 520), (925, 520), (924, 519), (922, 519), (919, 519), (917, 520), (916, 520), (916, 520)]"
650,299,94,916,521,667,326,0.6098301410675049,"[(916, 521), (916, 521), (916, 521), (916, 521), (916, 521), (916, 521), (916, 521), (915, 521), (915, 522), (915, 522), (914, 522), (913, 520), (911, 519), (907, 516), (893, 509), (872, 500), (844, 488), (819, 475), (813, 462), (812, 442), (809, 422), (800, 399), (785, 382), (764, 370), (753, 365), (748, 363), (742, 361), (739, 359), (737, 357), (734, 355), (725, 350), (712, 343), (695, 338), (671, 329), (668, 327), (667, 327), (667, 327), (667, 326)]"
564,350,78,667,326,573,355,0.6860289573669434,"[(667, 326), (667, 326), (667, 326), (667, 326), (667, 326), (667, 326), (667, 326), (669, 332), (679, 346), (687, 358), (693, 369), (695, 382), (696, 397), (693, 413), (681, 431), (652, 452), (609, 470), (561, 485), (534, 491), (523, 492), (514, 470), (510, 446), (505, 421), (500, 396), (495, 376), (494, 365), (494, 362), (494, 360), (494, 360), (494, 360), (494, 360), (498, 359), (503, 358), (506, 358), (516, 356), (537, 356), (561, 355), (572, 355), (573, 355), (573, 355), (573, 355), (573, 355)]"
447,128,66,573,355,463,146,0.684394359588623,"[(573, 355), (573, 355), (573, 355), (573, 356), (573, 356), (574, 358), (574, 360), (574, 362), (573, 364), (571, 366), (569, 370), (564, 377), (547, 395), (532, 405), (518, 410), (511, 410), (505, 403), (500, 382), (499, 355), (509, 320), (524, 285), (530, 254), (527, 231), (519, 212), (511, 197), (505, 186), (499, 171), (497, 165), (494, 162), (492, 159), (489, 157), (486, 156), (485, 156), (482, 156), (479, 156), (476, 155), (472, 154), (467, 152), (464, 148), (463, 146), (463, 146), (463, 146)]"
603,448,83,463,146,631,460,0.6185204982757568,"[(463, 146), (463, 146), (463, 146), (463, 146), (463, 146), (463, 146), (463, 146), (463, 146), (463, 157), (470, 180), (476, 197), (482, 215), (489, 232), (506, 263), (545, 314), (598, 365), (637, 394), (650, 402), (652, 403), (653, 403), (653, 403), (653, 403), (653, 403), (653, 403), (653, 403), (653, 403), (648, 406), (640, 418), (635, 428), (635, 439), (636, 445), (637, 452), (637, 456), (635, 458), (632, 460), (631, 460), (631, 460), (631, 460)]"
892,454,41,631,460,891,461,0.7340841293334961,"[(631, 460), (631, 460), (631, 460), (631, 460), (631, 460), (631, 460), (631, 460), (631, 460), (633, 454), (636, 447), (640, 441), (641, 437), (647, 433), (661, 431), (696, 430), (759, 431), (826, 440), (866, 447), (882, 452), (888, 456), (894, 460), (896, 461), (896, 461), (896, 461), (896, 461), (896, 461), (899, 461), (912, 461), (921, 461), (923, 462), (923, 462), (923, 462), (922, 462), (917, 463), (910, 463), (902, 463), (898, 463), (895, 462), (893, 461), (892, 461), (891, 461), (891, 461), (891, 461), (891, 461), (891, 461)]"
995,507,81,891,461,983,509,0.5672898292541504,"[(891, 461), (891, 461), (891, 461), (891, 461), (891, 461), (891, 461), (891, 461), (891, 461), (891, 461), (888, 460), (878, 456), (867, 453), (862, 452), (862, 452), (867, 456), (883, 461), (903, 467), (918, 472), (936, 479), (952, 486), (958, 489), (960, 491), (960, 495), (961, 498), (963, 500), (966, 504), (971, 506), (978, 507), (983, 509), (983, 509), (983, 509), (983, 509), (983, 509), (983, 509), (983, 509)]"
1118,702,17,983,509,1124,707,1.049309253692627,"[(983, 509), (983, 509), (983, 509), (983, 509), (983, 509), (983, 509), (983, 509), (977, 510), (970, 511), (963, 511), (950, 507), (917, 499), (897, 496), (885, 495), (882, 495), (882, 495), (887, 497), (920, 509), (986, 522), (1052, 543), (1089, 561), (1102, 572), (1108, 588), (1110, 598), (1112, 611), (1120, 627), (1132, 647), (1149, 666), (1163, 686), (1174, 704), (1182, 717), (1183, 719), (1183, 719), (1183, 719), (1183, 719), (1183, 719), (1183, 719), (1183, 719), (1154, 719), (1152, 718), (1151, 718), (1150, 717), (1147, 715), (1145, 714), (1141, 711), (1139, 710), (1136, 709), (1134, 709), (1134, 708), (1133, 708), (1131, 708), (1129, 708), (1127, 708), (1127, 708), (1126, 708), (1126, 708), (1125, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707)]"
659,223,20,1124,707,668,225,1.1272470951080322,"[(1124, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707), (1124, 707), (1122, 706), (1113, 701), (1104, 694), (1091, 681), (1054, 654), (998, 618), (917, 572), (866, 542), (808, 493), (736, 425), (665, 358), (624, 315), (618, 300), (628, 289), (662, 274), (698, 262), (722, 250), (726, 246), (727, 245), (727, 243), (727, 242), (727, 240), (726, 236), (725, 231), (723, 228), (721, 227), (720, 227), (720, 227), (720, 227), (716, 226), (710, 226), (704, 226), (698, 227), (692, 227), (689, 227), (688, 227), (685, 226), (685, 226), (681, 226), (679, 226), (678, 226), (678, 226), (678, 226), (678, 226), (674, 227), (674, 227), (673, 227), (673, 227), (673, 227), (671, 227), (670, 226), (669, 226), (669, 226), (669, 226), (669, 226), (668, 225), (668, 225), (668, 225), (668, 225), (668, 225), (668, 225), (668, 225)]"
673,290,93,668,225,693,288,0.3784370422363281,"[(668, 225), (668, 225), (668, 225), (668, 225), (668, 225), (668, 225), (668, 230), (668, 234), (668, 238), (668, 242), (665, 247), (664, 250), (664, 254), (666, 262), (674, 280), (683, 294), (690, 302), (694, 305), (695, 304), (697, 299), (697, 292), (694, 289), (693, 288), (693, 288)]"
